name,url,pic_url,release,avg_rating,n_ratings,playability,components,writing,art_direction,replayability,publisher,genre,type,theme,scale,proportion,mechanic,playtime,age_rating,min_players,max_players,status,br_score
Thunder Track,https://www.beastsofwar.com/game/thunder-track/,https://www.beastsofwar.com/game/thunder-track/,2014,0,0,0,0,0,0,0,Self-Published,"Post-Apocalyptic, Sports",Card Game,,0.086111111,,,30,10,2,10,,1.269251337
Thunderbirds Co-operative Board Game,https://www.beastsofwar.com/game/thunderbirds-tabletop-game/,https://www.beastsofwar.com/game/thunderbirds-tabletop-game/,2015,0,3,0,0,0,0,0,Modiphius Entertainment,Pulp,Board Game,,,,,45,10,1,4,,0.735600734
Thunderstone Quest,https://www.beastsofwar.com/game/thunderstone-quest/,https://www.beastsofwar.com/game/thunderstone-quest/,2018,0,2,0,0,0,0,0,,Fantasy,Card Game,,,,,45,14,2,4,,0.855497306
Thunderstone Quest: At the Foundations of the World,https://www.beastsofwar.com/game/thunderstone-quest-at-the-foundations-of-the-world/,https://www.beastsofwar.com/game/thunderstone-quest-at-the-foundations-of-the-world/,2019,0,0,0,0,0,0,0,AEG Alderac Entertainment Group,Fantasy,Card Game,,,,,90,14,2,4,In Production,1.269251337
Thunderstone Quest: Ripples in Time,https://www.beastsofwar.com/game/thunderstone-quest-ripples-in-time/,https://www.beastsofwar.com/game/thunderstone-quest-ripples-in-time/,2019,0,0,0,0,0,0,0,AEG Alderac Entertainment Group,Fantasy,Card Game,,,,,,14,2,4,In Production,1.269251337
Ticket To Ride,https://www.beastsofwar.com/game/ticket-to-ride/,https://www.beastsofwar.com/game/ticket-to-ride/,2004,7.8,35,9.5,7.9,5.3,7.4,9,Days of Wonder,Historical,Board Game,,,,,30,8,2,5,,7.109917885
Ticket To Ride: London,https://www.beastsofwar.com/game/ticket-to-ride-london/,https://www.beastsofwar.com/game/ticket-to-ride-london/,2019,0,0,0,0,0,0,0,Days of Wonder,"Family, Strategy",Board Game,,,,,15,8,2,4,In Development,1.269251337
Tidal Blades,https://www.beastsofwar.com/game/tidal-blades/,https://www.beastsofwar.com/game/tidal-blades/,2019,0,0,0,0,0,0,0,Druid City Games,"Fantasy, Strategy",Board Game,,,,,90,14,1,4,Crowd Funding,1.269251337
Tides Of Infamy,https://www.beastsofwar.com/game/tides-of-infamy/,https://www.beastsofwar.com/game/tides-of-infamy/,2015,0,0,0,0,0,0,0,Gamewalker,Fantasy,Board Game,,,,,60,13,2,4,,1.269251337
Tiger Leader,https://www.beastsofwar.com/game/tiger-leader/,https://www.beastsofwar.com/game/tiger-leader/,2015,0,1,0,0,0,0,0,Dan Verssen Games,Historical,Board Game,,,,,30,,1,,,1.022088992
Time Breaker,https://www.beastsofwar.com/game/time-breaker/,https://www.beastsofwar.com/game/time-breaker/,2019,0,0,0,0,0,0,0,Looney Labs,Humour,Board Game,,,,,,,,,In Development,1.269251337
Time Chase,https://www.beastsofwar.com/game/time-chase/,https://www.beastsofwar.com/game/time-chase/,2019,0,0,0,0,0,0,0,Renegade Game Studios,Science Fiction,Board Game,,,,,30,10,3,6,In Production,1.269251337
Time Of Legends: Destinies,https://www.beastsofwar.com/game/time-of-legends-destinies/,https://www.beastsofwar.com/game/time-of-legends-destinies/,2020,0,0,0,0,0,0,0,"Mythic Games, Lucky Duck Games",Fantasy,Board Game,,,,,90,14,1,3,In Development,1.269251337
Time of Legends: Joan of Arc,https://www.beastsofwar.com/game/time-of-legends-joan-of-arc/,https://www.beastsofwar.com/game/time-of-legends-joan-of-arc/,2018,8.5,42,8.6,9.6,7,9.2,8,Mythic Games,Fantasy,Board Game,,15mm,Heroic,,45,14,2,4,In Development,7.851878578
Tin Soldiers In Action,https://www.beastsofwar.com/game/tin-soldiers-in-action/,https://www.beastsofwar.com/game/tin-soldiers-in-action/,2016,0,0,0,0,0,0,0,Partizan Press,Historical,Miniature War Game,,28mm,TRUE,,30,6,2,,,1.269251337
Tiny Epic Mechs,https://www.beastsofwar.com/game/tiny-epic-mechs/,https://www.beastsofwar.com/game/tiny-epic-mechs/,,0,1,0,0,0,0,0,,,,,,,,,,,,,1.022088992
Tiny Tina's Robot Tea Party,https://www.beastsofwar.com/game/tiny-tinas-robot-tea-party/,https://www.beastsofwar.com/game/tiny-tinas-robot-tea-party/,2019,0,1,0,0,0,0,0,XYZ Games,Science Fiction,Card Game,,,,,15,13,2,5,In Production,1.022088992
Tiny Towns,https://www.beastsofwar.com/game/tiny-towns/,https://www.beastsofwar.com/game/tiny-towns/,2019,0,1,0,0,0,0,0,AEG Alderac Entertainment Group,"Family, Puzzle",Board Game,,,,,60,14,1,6,In Production,1.022088992
TINYforming Mars,https://www.beastsofwar.com/game/tinyforming-mars/,https://www.beastsofwar.com/game/tinyforming-mars/,2019,0,0,0,0,0,0,0,,"Science Fiction, Strategy",Card Game,,,,,45,10,1,2,In Production,1.269251337
TITANS,https://www.beastsofwar.com/game/titans/,https://www.beastsofwar.com/game/titans/,2020,0,0,0,0,0,0,0,Go On Board,"Fantasy, Strategy",Board Game,,,Heroic,,180,14,1,4,Crowd Funding,1.269251337
TMNT: Change is Constant,https://www.beastsofwar.com/game/tmnt-change-is-constant/,https://www.beastsofwar.com/game/tmnt-change-is-constant/,2019,0,0,0,0,0,0,0,IDW Games,Family,Board Game,,,,,120,14,1,5,Crowd Funding,1.269251337
TMNT: City Fall,https://www.beastsofwar.com/game/tmnt-city-fall/,https://www.beastsofwar.com/game/tmnt-city-fall/,2019,0,0,0,0,0,0,0,IDW Games,Family,Board Game,,,,,120,14,1,5,Crowd Funding,1.269251337
Token Terrors,https://www.beastsofwar.com/game/token-terrors/,https://www.beastsofwar.com/game/token-terrors/,2019,0,0,0,0,0,0,0,,Fantasy,Board Game,,,Chibi,,,,,,In Development,1.269251337
Tokyo Coin Laundry,https://www.beastsofwar.com/game/tokyo-coin-laundry/,https://www.beastsofwar.com/game/tokyo-coin-laundry/,2019,0,0,0,0,0,0,0,Jordan Draper,Strategy,Board Game,,,,,45,6,1,12,Crowd Funding,1.269251337
Tokyo Game Show,https://www.beastsofwar.com/game/tokyo-game-show/,https://www.beastsofwar.com/game/tokyo-game-show/,2019,0,0,0,0,0,0,0,Jordan Draper,Strategy,,,,,,30,,2,6,Crowd Funding,1.269251337
Tokyo Tsukiji Market,https://www.beastsofwar.com/game/tokyo-tsukiji-market/,https://www.beastsofwar.com/game/tokyo-tsukiji-market/,2019,0,0,0,0,0,0,0,Jordan Draper,Strategy,Board Game,,,,,180,14,2,6,Crowd Funding,1.269251337
TomaTomato,https://www.beastsofwar.com/game/tomatomato/,https://www.beastsofwar.com/game/tomatomato/,,0,0,0,0,0,0,0,Oink Games,,,,,,,,,,,,1.269251337
Tomb Raider Legends: The Board Game,https://www.beastsofwar.com/game/tomb-raider-legends-the-board-game/,https://www.beastsofwar.com/game/tomb-raider-legends-the-board-game/,,0,0,0,0,0,0,0,,,,,,,,,,,,,1.269251337
Tombstone,https://www.beastsofwar.com/game/tombstone/,https://www.beastsofwar.com/game/tombstone/,2017,0,3,0,0,0,0,0,Black Scorpion Miniatures,Western,Miniature War Game,,32mm,Heroic,,,,2,,,0.735600734
Tonari,https://www.beastsofwar.com/game/tonari/,https://www.beastsofwar.com/game/tonari/,2019,0,0,0,0,0,0,0,IDW Games,Strategy,Board Game,,,,,45,10,2,4,In Production,1.269251337
Too Many Poops,https://www.beastsofwar.com/game/too-many-poops/,https://www.beastsofwar.com/game/too-many-poops/,2019,0,0,0,0,0,0,0,,Humour,Board Game,,,,,25,7,2,6,Crowd Funding,1.269251337
Topa Topa,https://www.beastsofwar.com/game/topa-topa/,https://www.beastsofwar.com/game/topa-topa/,2019,0,0,0,0,0,0,0,IELLO Games,Puzzle,Board Game,,,,,,,,,In Production,1.269251337
Topexx Dominion,https://www.beastsofwar.com/game/topexx-dominion/,https://www.beastsofwar.com/game/topexx-dominion/,TBA,0,0,0,0,0,0,0,Self-Published,Steampunk,Role-playing Game,,,,,,,,,,1.269251337
Torchbearer,https://www.beastsofwar.com/game/torchbearer/,https://www.beastsofwar.com/game/torchbearer/,TBA,0,1,0,0,0,0,0,Self-Published,Fantasy,Role-playing Game,,,,,,,2,,,1.022088992
Torii,https://www.beastsofwar.com/game/torii/,https://www.beastsofwar.com/game/torii/,2016,0,0,0,0,0,0,0,Zenit Miniatures,Fantasy,Miniature War Game,,32mm,Heroic,,45,,2,,,1.269251337
Tortuga 1667,https://www.beastsofwar.com/game/tortuga-1667/,https://www.beastsofwar.com/game/tortuga-1667/,2017,0,2,0,0,0,0,0,Facade Games,"Historical, Pirate",Board Game,,,,,20,12,2,9,,0.855497306
Total Extinction,https://www.beastsofwar.com/game/total-extinction/,https://www.beastsofwar.com/game/total-extinction/,2014,0,0,0,0,0,0,0,Sentinel Games,Science Fiction,Miniature War Game,,28mm,Heroic,,90,13,2,6,,1.269251337
Total War: Warhammer,https://www.beastsofwar.com/game/total-war-warhammer/,https://www.beastsofwar.com/game/total-war-warhammer/,2016,8,25,9,6,7.2,9,8,Creative Assembly,Fantasy,Video Game,,,,,,,1,,,7.044676699
Toy Story: Obstacles & Adventures,https://www.beastsofwar.com/game/toy-story-obstacles-adventures/,https://www.beastsofwar.com/game/toy-story-obstacles-adventures/,,0,0,0,0,0,0,0,USAopoly,"Childrens, Family",Card Game,,,,,60,8,2,4,In Development,1.269251337
Train,https://www.beastsofwar.com/game/train/,https://www.beastsofwar.com/game/train/,2009,0,0,0,0,0,0,0,Self-Published,Historical,Board Game,,,,,,,,,Out of Production,1.269251337
Tramways: Dystopian Expansions,https://www.beastsofwar.com/game/tramways-dystopian-expansions/,https://www.beastsofwar.com/game/tramways-dystopian-expansions/,2019,0,0,0,0,0,0,0,AV Studio Games,Science Fiction,Board Game,,,,,120,12,1,5,Crowd Funding,1.269251337
Transformers: The Trading Card Game,https://www.beastsofwar.com/game/transformers-the-trading-card-game/,https://www.beastsofwar.com/game/transformers-the-trading-card-game/,,0,0,0,0,0,0,0,"Hasbro, Wizards of the Coast",,,,,,,,,,,,1.269251337
Trapwords,https://www.beastsofwar.com/game/trapwords/,https://www.beastsofwar.com/game/trapwords/,,0,0,0,0,0,0,0,,,,,,,,,,,,,1.269251337
Traveller,https://www.beastsofwar.com/game/traveller/,https://www.beastsofwar.com/game/traveller/,1977,0,3,0,0,0,0,0,Far Future Enterprises,Science Fiction,Role-playing Game,,,,,,12,2,8,In Production,0.735600734
Traveller Ascension Imperial Warrant,https://www.beastsofwar.com/game/traveller-ascension-imperial-warrant/,https://www.beastsofwar.com/game/traveller-ascension-imperial-warrant/,2018,0,1,0,0,0,0,0,Daring Play,"Science Fiction, Strategy",Board Game,,,,,90,12,2,6,Crowd Funding,1.022088992
Trickerion: Legends of Illusion,https://www.beastsofwar.com/game/trickerion/,https://www.beastsofwar.com/game/trickerion/,2015,0,1,0,0,0,0,0,Mindclash Games,Pulp,Board Game,,,,,60,14,2,4,,1.022088992
Trilaterum: 15mm Sci-Fi Battles On The Edge Of The Universe,https://www.beastsofwar.com/game/trilaterum-15mm-sci-fi-battles-on-the-edge-of-the-universe/,https://www.beastsofwar.com/game/trilaterum-15mm-sci-fi-battles-on-the-edge-of-the-universe/,2016,0,0,0,0,0,0,0,,Science Fiction,Miniature War Game,,15mm,Heroic,,60,12,2,2,In Production,1.269251337
Trinity,https://www.beastsofwar.com/game/trinity/,https://www.beastsofwar.com/game/trinity/,2019,0,0,0,0,0,0,0,Polaris Games,Strategy,Board Game,,,,,30,13,2,2,Crowd Funding,1.269251337
Trinity Continuum,https://www.beastsofwar.com/game/trinity-continuum/,https://www.beastsofwar.com/game/trinity-continuum/,2019,0,0,0,0,0,0,0,Onyx Path Publishing,"Pulp, Science Fiction",Role-playing Game,,,,,,,2,,,1.269251337
Trismegistus: The Ultimate Formula,https://www.beastsofwar.com/game/trismegistus-the-ultimate-formula/,https://www.beastsofwar.com/game/trismegistus-the-ultimate-formula/,2019,0,0,0,0,0,0,0,Board & Dice,Fantasy,Board Game,,,,,120,14,1,4,In Production,1.269251337
Trollkins,https://www.beastsofwar.com/game/trollkins/,https://www.beastsofwar.com/game/trollkins/,TBA,0,0,0,0,0,0,0,Self-Published,Fantasy,Board Game,,,,,,,,,,1.269251337
Trouble in Templetown,https://www.beastsofwar.com/game/trouble-in-templetown/,https://www.beastsofwar.com/game/trouble-in-templetown/,2019,0,0,0,0,0,0,0,", 2Fat2Fly Games","Pulp, Weird",Board Game,,,,,,,1,4,In Development,1.269251337
Trove: The Crystal Caverns,https://www.beastsofwar.com/game/trove-the-crystal-caverns/,https://www.beastsofwar.com/game/trove-the-crystal-caverns/,2016,0,0,0,0,0,0,0,Leder Games,Fantasy,Board Game,,,,,60,10,2,4,,1.269251337
Trudvang Chronicles,https://www.beastsofwar.com/game/trudvang-chronicles/,https://www.beastsofwar.com/game/trudvang-chronicles/,,0,0,0,0,0,0,0,,,,,,,,,,,,,1.269251337
Trudvang Legends,https://www.beastsofwar.com/game/trudvang-legends/,https://www.beastsofwar.com/game/trudvang-legends/,,0,0,0,0,0,0,0,CMON,,,,,,,,,,,,1.269251337
Tsukuyumi: Full Moon Down,https://www.beastsofwar.com/game/tsukuyumi-full-moon-down/,https://www.beastsofwar.com/game/tsukuyumi-full-moon-down/,2020,0,0,0,0,0,0,0,"Grey Fox Games, King Racoon Games",Post-Apocalyptic,Board Game,,,,,120,14,2,4,Crowd Funding,1.269251337
Tsuro,https://www.beastsofwar.com/game/tsuro/,https://www.beastsofwar.com/game/tsuro/,2004,0,2,0,0,0,0,0,Calliope Games,"Family, Fantasy, Strategy",Board Game,,,,,15,8,2,8,In Production,0.855497306
Tsuro of the Seas,https://www.beastsofwar.com/game/tsuro-of-the-seas/,https://www.beastsofwar.com/game/tsuro-of-the-seas/,2012,0,2,0,0,0,0,0,Calliope Games,"Family, Fantasy, Strategy",Board Game,,,,,30,8,2,8,In Production,0.855497306
Tsuro: Phoenix Rising,https://www.beastsofwar.com/game/tsuro-phoenix-rising/,https://www.beastsofwar.com/game/tsuro-phoenix-rising/,2019,0,1,0,0,0,0,0,Calliope Games,"Fantasy, Strategy",Board Game,,,,,60,8,2,8,In Production,1.022088992
Tuki,https://www.beastsofwar.com/game/tuki/,https://www.beastsofwar.com/game/tuki/,2019,0,0,0,0,0,0,0,Next Move Games,Puzzle,,,,,,45,8,2,4,In Production,1.269251337
Turbulences,https://www.beastsofwar.com/game/1364779/,https://www.beastsofwar.com/game/1364779/,2019,0,0,0,0,0,0,0,,Strategy,Board Game,,,,,,,2,6,In Development,1.269251337
Turf War Z,https://www.beastsofwar.com/game/turf-war-z/,https://www.beastsofwar.com/game/turf-war-z/,2018,0,0,0,0,0,0,0,Stuart Hamilton,Post-Apocalyptic,Miniature War Game,,28mm,,,,,,,,1.269251337
Tussie Mussie,https://www.beastsofwar.com/game/tussie-mussie/,https://www.beastsofwar.com/game/tussie-mussie/,2019,0,0,0,0,0,0,0,Button Shy,Educational,Card Game,,,,,,,1,4,Crowd Funding,1.269251337
Tutatis,https://www.beastsofwar.com/game/tutatis/,https://www.beastsofwar.com/game/tutatis/,2011,0,0,0,0,0,0,0,Greebo Games,Fantasy,Board Game,,15mm,,,45,14,2,,,1.269251337
Twelve Elements of War,https://www.beastsofwar.com/game/twelve-elements-of-war/,https://www.beastsofwar.com/game/twelve-elements-of-war/,2014,0,0,0,0,0,0,0,Sword & Board Games,Fantasy,Board Game,,28mm,,,45,,2,,,1.269251337
Twilight,https://www.beastsofwar.com/game/twilight/,https://www.beastsofwar.com/game/twilight/,2014,0,1,0,0,0,0,0,World of Twilight,Fantasy,Miniature War Game,,,,,45,,2,4,,1.022088992
Twilight Struggle,https://www.beastsofwar.com/game/twilight-struggle/,https://www.beastsofwar.com/game/twilight-struggle/,2005,8.7,6,9.2,9.2,7.5,9.2,8,GMT Games,Historical,Miniature War Game,,,,,120,13,2,,,5.668185543
Twisted,https://www.beastsofwar.com/game/twisted/,https://www.beastsofwar.com/game/twisted/,2016,0,3,0,0,0,0,0,Demented Games,Fantasy,Miniature War Game,,,,,,12,2,,,0.735600734
Two Robots,https://www.beastsofwar.com/game/two-robots/,https://www.beastsofwar.com/game/two-robots/,2019,0,0,0,0,0,0,0,Two Robots,Science Fiction,Card Game,,,,,45,10,2,5,Crowd Funding,1.269251337
Tyrants Of The Underdark,https://www.beastsofwar.com/game/tyrants-of-the-underdark/,https://www.beastsofwar.com/game/tyrants-of-the-underdark/,2016,0,0,0,0,0,0,0,Gale Force Nine,Fantasy,Board Game,,,,,60,14,2,4,,1.269251337
Ubongo! Fun-size Editon,https://www.beastsofwar.com/game/ubongo-fun-size-editon/,https://www.beastsofwar.com/game/ubongo-fun-size-editon/,2018,0,0,0,0,0,0,0,KOSMOS,Puzzle,,,,,,15,7,1,4,In Production,1.269251337
UFO A Go-Go,https://www.beastsofwar.com/game/ufo-a-go-go/,https://www.beastsofwar.com/game/ufo-a-go-go/,2019,0,0,0,0,0,0,0,Akupara Games,"Party, Science Fiction, Weird",Card Game,,,,,45,13,3,8,Crowd Funding,1.269251337
Ulaya Chronicles: Raptor Claw Island,https://www.beastsofwar.com/game/ulaya-chronicles-raptor-claw-island/,https://www.beastsofwar.com/game/ulaya-chronicles-raptor-claw-island/,2020,0,0,0,0,0,0,0,The Drowned Earth,Science Fiction,Miniature War Game,,32mm,Heroic,,,,1,4,Crowd Funding,1.269251337
Ultracombat,https://www.beastsofwar.com/game/ultracombat/,https://www.beastsofwar.com/game/ultracombat/,2018,0,0,0,0,0,0,0,Radio Dishdash,Historical,Miniature War Game,,28mm,TRUE,,90,12,2,4,Crowd Funding,1.269251337
Umbra Turris,https://www.beastsofwar.com/game/umbra-turris/,https://www.beastsofwar.com/game/umbra-turris/,2011,0,0,0,0,0,0,0,,Fantasy,Miniature War Game,,28mm,,,60,,2,,In Production,1.269251337
Unbridled Fury,https://www.beastsofwar.com/game/unbridled-fury/,https://www.beastsofwar.com/game/unbridled-fury/,2009,0,0,0,0,0,0,0,Tor Gaming,Fantasy,Board Game,,,,,30,10,2,8,,1.269251337
Uncharted Seas,https://www.beastsofwar.com/game/uncharted-seas/,https://www.beastsofwar.com/game/uncharted-seas/,2008,7.7,6,9.2,10,5,5.8,8,"Spartan Games, Warcradle Studios",Fantasy,Miniature War Game,,,,,90,12,2,4,,5.076194829
Undaunted: Normandy,https://www.beastsofwar.com/game/undaunted-normandy/,https://www.beastsofwar.com/game/undaunted-normandy/,2019,0,1,0,0,0,0,0,Osprey Publishing,Historical,Card Game,,,,,60,14,2,2,In Production,1.022088992
Undaunted: North Africa,https://www.beastsofwar.com/game/undaunted-north-africa/,https://www.beastsofwar.com/game/undaunted-north-africa/,2020,0,0,0,0,0,0,0,Osprey Publishing,"Historical, Strategy",Card Game,,,,,60,14,2,2,In Development,1.269251337
Underwater Cities,https://www.beastsofwar.com/game/underwater-cities/,https://www.beastsofwar.com/game/underwater-cities/,2018,0,0,0,0,0,0,0,Delicious Games,"Science Fiction, Survival",Board Game,,,,,150,12,1,4,In Production,1.269251337
Unearth: The Lost Tribe,https://www.beastsofwar.com/game/unearth-the-lost-tribe/,https://www.beastsofwar.com/game/unearth-the-lost-tribe/,2019,0,0,0,0,0,0,0,Brotherwise Games,Post-Apocalyptic,Board Game,,,,,60,8,1,5,In Production,1.269251337
Unity RPG,https://www.beastsofwar.com/game/unity-rpg/,https://www.beastsofwar.com/game/unity-rpg/,2016,0,0,0,0,0,0,0,ZENSARA STUDIOS,"Cyberpunk, Fantasy, Science Fiction",Role-playing Game,,,,,,,,,In Production,1.269251337
Universal Miniatures Battles,https://www.beastsofwar.com/game/universal-miniatures-battles/,https://www.beastsofwar.com/game/universal-miniatures-battles/,2017,0,0,0,0,0,0,0,Fundacion Inceptum,Historical,Miniature War Game,,28mm,,,80,,,,In Production,1.269251337
Unlock! Exotic Adventures,https://www.beastsofwar.com/game/unlock-exotic-adventures/,https://www.beastsofwar.com/game/unlock-exotic-adventures/,2018,0,0,0,0,0,0,0,"Asmodee, Space Cowboys",Puzzle,Card Game,,,,,90,10,1,6,In Production,1.269251337
Unreal Estate,https://www.beastsofwar.com/game/unreal-estate/,https://www.beastsofwar.com/game/unreal-estate/,2017,0,0,0,0,0,0,0,Grand Gamers Guild,Fantasy,Card Game,,,,,15,8,2,4,In Production,1.269251337
Unruly Bastards,https://www.beastsofwar.com/game/unruly-bastards/,https://www.beastsofwar.com/game/unruly-bastards/,2018,0,0,0,0,0,0,0,Unruly Bastards,Humour,Card Game,,,,,,17,3,,Crowd Funding,1.269251337
Untamed: Feral Factions,https://www.beastsofwar.com/game/untamed-feral-factions/,https://www.beastsofwar.com/game/untamed-feral-factions/,2019,0,0,0,0,0,0,0,Grumpy Owl Games,Fantasy,Card Game,,,,,30,8,2,3,Crowd Funding,1.269251337
Until Daylight,https://www.beastsofwar.com/game/until-daylight/,https://www.beastsofwar.com/game/until-daylight/,2018,0,0,0,0,0,0,0,Flyos Games,"Horror, Survival",Card Game,,,,,90,14,3,6,Crowd Funding,1.269251337
Urban War,https://www.beastsofwar.com/game/urban-war/,https://www.beastsofwar.com/game/urban-war/,2005,0,2,0,0,0,0,0,Urban Mammoth,Science Fiction,Miniature War Game,,,,,60,12,2,,In Production,0.855497306
Valda,https://www.beastsofwar.com/game/valda/,https://www.beastsofwar.com/game/valda/,2019,0,0,0,0,0,0,0,Bannan,Fantasy,Board Game,,,,,30,12,2,5,Crowd Funding,1.269251337
Valhalla,https://www.beastsofwar.com/game/valhalla-2/,https://www.beastsofwar.com/game/valhalla-2/,,0,0,0,0,0,0,0,,,,,,,,,,,,,1.269251337
Valhalla,https://www.beastsofwar.com/game/valhalla/,https://www.beastsofwar.com/game/valhalla/,2014,0,0,0,0,0,0,0,"East Street Games, Go On Board",Fantasy,Miniature War Game,,,,,,,,,,1.269251337
Valiant Universe: The Deckbuilding Game,https://www.beastsofwar.com/game/valiant-universe-the-deckbuilding-game/,https://www.beastsofwar.com/game/valiant-universe-the-deckbuilding-game/,2016,0,1,0,0,0,0,0,Catalyst Game Labs,,Card Game,,,,,120,13,2,5,Out of Production,1.022088992
Valor & Villainy,https://www.beastsofwar.com/game/valor-villainy/,https://www.beastsofwar.com/game/valor-villainy/,2019,0,0,0,0,0,0,0,Skybound Games,Fantasy,Board Game,,,,,,,2,6,In Development,1.269251337
Valparaiso,https://www.beastsofwar.com/game/valparaiso/,https://www.beastsofwar.com/game/valparaiso/,2018,0,0,0,0,0,0,0,DLP Games,Historical,,,,,,90,12,2,5,In Production,1.269251337
Vampire Hunters,https://www.beastsofwar.com/game/vampire-hunters/,https://www.beastsofwar.com/game/vampire-hunters/,2017,0,0,0,0,0,0,0,Dark Gate Games,Horror,Board Game,,,,,90,13,1,4,,1.269251337
Vampire the Masquerade,https://www.beastsofwar.com/game/vampire-the-masquerade/,https://www.beastsofwar.com/game/vampire-the-masquerade/,1991,8.4,14,8.5,6.5,9.2,8.5,9,Onyx Path Publishing,Horror,Role-playing Game,,,,,,,,,,6.774013522
Vampire: The Eternal Struggle,https://www.beastsofwar.com/game/vampire-the-eternal-struggle/,https://www.beastsofwar.com/game/vampire-the-eternal-struggle/,1994,8.5,6,9.2,8.3,7.5,8.3,9,"Black Chantry Productions, White Wolf Publishing",Horror,Card Game,,,,,120,13,2,5,In Production,5.5497874
Vampire: The Masquerade: Blood Feud,https://www.beastsofwar.com/game/vampire-the-masquerade-blood-feud/,https://www.beastsofwar.com/game/vampire-the-masquerade-blood-feud/,2019,0,0,0,0,0,0,0,Everything Epic Games,Horror,Board Game,,,,,180,14,4,,In Development,1.269251337
Vampire: The Masquerade: Chapters,https://www.beastsofwar.com/game/vampire-the-masquerade-chapters/,https://www.beastsofwar.com/game/vampire-the-masquerade-chapters/,,0,0,0,0,0,0,0,Flyos Games,Horror,Board Game,,,,,60,18,1,4,,1.269251337
Vampire: The Masquerade: Heritage,https://www.beastsofwar.com/game/vampire-the-masquerade-heritage/,https://www.beastsofwar.com/game/vampire-the-masquerade-heritage/,2019,0,0,0,0,0,0,0,White Wolf Publishing,"Fantasy, Horror",,,,,,30,,2,4,In Development,1.269251337
Vampires,https://www.beastsofwar.com/game/vampires/,https://www.beastsofwar.com/game/vampires/,TBA,0,0,0,0,0,0,0,Jeffrey Dohm,Horror,Role-playing Game,,,,,,,,,In Production,1.269251337
Vanguard Of War,https://www.beastsofwar.com/game/vanguard-of-war/,https://www.beastsofwar.com/game/vanguard-of-war/,2017,0,3,0,0,0,0,0,Archon Studio,Fantasy,Board Game,,,,,30,13,1,4,,0.735600734
Vaults,https://www.beastsofwar.com/game/vaults/,https://www.beastsofwar.com/game/vaults/,2015,0,0,0,0,0,0,0,Four Hogs - LudiBooster,Steampunk,Card Game,,,,,20,12,2,4,,1.269251337
Vector Wars,https://www.beastsofwar.com/game/vector-wars/,https://www.beastsofwar.com/game/vector-wars/,2019,0,0,0,0,0,0,0,,"Science Fiction, Strategy",Card Game,,,,,45,13,2,2,Crowd Funding,1.269251337
Venice,https://www.beastsofwar.com/game/venice/,https://www.beastsofwar.com/game/venice/,2020,0,0,0,0,0,0,0,Brain Crack Games,Historical,Board Game,,,,,90,14,1,5,In Development,1.269251337
Verge of War,https://www.beastsofwar.com/game/verge-of-war/,https://www.beastsofwar.com/game/verge-of-war/,2018,0,1,0,0,0,0,0,,Science Fiction,Miniature War Game,,28mm,,,100,,2,4,In Production,1.022088992
Viceroy: Times of Darkness,https://www.beastsofwar.com/game/viceroy-times-of-darkness/,https://www.beastsofwar.com/game/viceroy-times-of-darkness/,2018,0,0,0,0,0,0,0,Mayday Games,Fantasy,,,,,,75,12,1,4,Crowd Funding,1.269251337
Victoria Cross II,https://www.beastsofwar.com/game/victoria-cross-ii/,https://www.beastsofwar.com/game/victoria-cross-ii/,2019,0,0,0,0,0,0,0,Worthington Publishing,"Historical, Strategy",Board Game,,,,,120,12,1,2,Crowd Funding,1.269251337
Victorian Masterminds,https://www.beastsofwar.com/game/victorian-masterminds/,https://www.beastsofwar.com/game/victorian-masterminds/,2019,0,0,0,0,0,0,0,CMON,Historical,Board Game,,,,,60,14,2,4,In Production,1.269251337
Victory At Sea (2020),https://www.beastsofwar.com/game/victory-at-sea-2020/,https://www.beastsofwar.com/game/victory-at-sea-2020/,2020,0,0,0,0,0,0,0,Warlord Games,Historical,Miniature War Game,,,TRUE,,90,12,2,2,In Production,1.269251337
Victory at Sea: Age Of Dreadnoughts,https://www.beastsofwar.com/game/age-of-dreadnoughts/,https://www.beastsofwar.com/game/age-of-dreadnoughts/,2009,0,0,0,0,0,0,0,Mongoose Publishing,Historical,Miniature War Game,,,,,360,12,2,4,In Production,1.269251337
Victory Decision: Raid!,https://www.beastsofwar.com/game/victory-decision-raid/,https://www.beastsofwar.com/game/victory-decision-raid/,2016,0,0,0,0,0,0,0,AD Publishing,Historical,Miniature War Game,,,,,,,,,,1.269251337
Viking Hordes,https://www.beastsofwar.com/game/viking-hordes/,https://www.beastsofwar.com/game/viking-hordes/,2013,0,0,0,0,0,0,0,Adam Walker Studio,Historical,Board Game,,,,,60,7,2,5,,1.269251337
Vikings: Great Hall Burning,https://www.beastsofwar.com/game/vikings-great-hall-burning/,https://www.beastsofwar.com/game/vikings-great-hall-burning/,2018,0,0,0,0,0,0,0,Acheson Creations,Fantasy,Miniature War Game,,28mm,,,,,2,,,1.269251337
Village Attacks,https://www.beastsofwar.com/game/village-attacks/,https://www.beastsofwar.com/game/village-attacks/,2017,0,4,0,0,0,0,0,Adam Smith,Fantasy,Board Game,,,,,30,14,1,5,,0.645179819
